loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,term_months,issue_date,maturity_date,outstanding_balance,loan_status
294,536,4,Personal Loan,1780.69,17.18,48,2025-07-28,2029-07-28,1524.42,Past Due
295,537,10,Vehicle Loan,6814.95,12.74,60,2025-05-02,2030-05-02,5906.68,Defaulted
296,538,16,Vehicle Loan,16162.41,10.26,60,2024-12-21,2029-12-21,13169.41,Current
297,539,8,Housing Loan,22691.41,9.47,120,2025-02-22,2035-02-22,20395.85,Current
298,540,2,Personal Loan,6144.99,17.23,12,2025-06-06,2026-06-06,3179.32,Current
299,541,4,Housing Loan,31177.37,8.03,72,2024-10-08,2030-10-08,23972.07,Current
300,542,8,Vehicle Loan,6965.24,13.78,48,2025-05-29,2029-05-29,6241.74,Current
301,543,3,Personal Loan,15214.78,12.74,24,2024-12-06,2026-12-06,7149.92,Past Due
302,546,5,Vehicle Loan,25937.74,11.49,48,2025-07-14,2029-07-14,23658.54,Defaulted
303,548,18,SME Loan,36120.35,12.92,60,2024-08-06,2029-08-06,24766.35,Non-Performing
304,549,4,Agriculture Loan,7326.77,9.99,48,2025-11-18,2029-11-18,7336.05,Current
305,555,7,Vehicle Loan,5001.33,11.61,60,2025-08-27,2030-08-27,4744.62,Current
306,558,6,Vehicle Loan,11310.1,11.01,48,2025-01-05,2029-01-05,8100.07,Current
307,559,10,Housing Loan,113936.21,10.63,168,2024-11-09,2038-11-09,106431.2,Current
308,560,4,Vehicle Loan,18499.52,11.37,60,2024-11-08,2029-11-08,13897.74,Current
309,561,4,SME Loan,27750.4,14.96,72,2025-03-01,2031-03-01,23767.74,Past Due
310,563,15,Housing Loan,21477.41,9.47,120,2024-07-08,2034-07-08,18024.65,Non-Performing
311,564,15,Vehicle Loan,6820.08,10.53,24,2024-04-14,2026-04-14,1167.66,Past Due
312,565,5,Housing Loan,16725.12,10.43,228,2025-10-31,2044-10-31,17280.18,Past Due
313,566,4,Vehicle Loan,14791.43,12.76,48,2025-06-13,2029-06-13,12339.22,Current
314,570,10,Vehicle Loan,12674.76,14.7,24,2025-03-09,2027-03-09,7892.1,Current
315,571,2,Vehicle Loan,9313.28,10.48,48,2024-03-22,2028-03-22,5095.55,Current
316,572,7,Housing Loan,22831.97,10.25,84,2025-04-06,2032-04-06,19936.54,Non-Performing
317,579,17,Agriculture Loan,2332.88,13.79,24,2025-05-25,2027-05-25,1571.88,Current
318,580,3,Housing Loan,21888.35,9.75,156,2025-02-14,2038-02-14,20229.75,Defaulted
319,581,16,Housing Loan,50506.66,9.18,120,2025-01-24,2035-01-24,47941.35,Current
320,583,10,Housing Loan,22795.54,9.05,108,2024-07-15,2033-07-15,19549.84,Current
321,584,12,Vehicle Loan,18490.64,11.98,48,2025-02-19,2029-02-19,15363.84,Current
322,585,11,Personal Loan,16472.31,16.51,36,2025-06-14,2028-06-14,13996.97,Past Due
323,586,18,Personal Loan,6078.61,12.16,60,2024-03-24,2029-03-24,3755.08,Current
324,587,11,Vehicle Loan,18568.85,10.83,24,2025-04-15,2027-04-15,12865.9,Current
325,588,5,Vehicle Loan,8079.01,14.57,36,2024-11-18,2027-11-18,5394.2,Current
326,590,16,SME Loan,51974.43,14.52,48,2025-07-17,2029-07-17,45315.18,Current
327,591,1,Personal Loan,7204.03,17.32,60,2025-02-16,2030-02-16,5865.96,Current
328,592,4,Agriculture Loan,4968.05,13.12,48,2025-11-23,2029-11-23,5088.12,Current
329,594,6,SME Loan,17454.93,13.36,48,2025-01-17,2029-01-17,12893.01,Current
330,600,8,Agriculture Loan,6626.91,11.14,12,2025-07-02,2026-07-02,3213.52,Current
331,602,15,Housing Loan,44021.75,11.45,108,2025-05-21,2034-05-21,42398.4,Current
332,606,3,SME Loan,33041.88,14.47,72,2025-05-25,2031-05-25,30024.76,Current
333,607,14,Agriculture Loan,2073.5,13.2,36,2025-05-26,2028-05-26,1668.92,Past Due
334,611,10,Vehicle Loan,18661.08,12.34,48,2026-01-03,2030-01-03,18471.94,Current
335,612,3,Agriculture Loan,2928.19,11.36,36,2025-02-26,2028-02-26,2178.37,Past Due
336,613,2,Vehicle Loan,12015.46,12.91,48,2026-01-23,2030-01-23,12221.41,Current
337,614,8,Personal Loan,19189.61,17.69,24,2024-02-12,2026-02-12,1659.08,Current
338,616,18,Vehicle Loan,10679.6,14.35,36,2025-05-08,2028-05-08,8871.68,Current
339,617,6,Vehicle Loan,6719.97,14.46,36,2025-03-01,2028-03-01,5082.39,Current
340,618,5,Vehicle Loan,6442.17,14.3,24,2025-06-12,2027-06-12,4595.91,Current
341,619,8,SME Loan,24595.29,14.84,36,2025-12-29,2028-12-29,25187.58,Past Due
342,620,3,Agriculture Loan,3060.78,10.97,36,2025-09-15,2028-09-15,2821.16,Current
343,623,3,Vehicle Loan,6944.61,12.3,60,2025-10-16,2030-10-16,6763.67,Current
344,625,3,Personal Loan,5085.16,16.59,60,2024-11-06,2029-11-06,3776.46,Current
345,626,12,Vehicle Loan,17746.5,13.62,24,2025-02-27,2027-02-27,10660.12,Past Due
346,629,7,Vehicle Loan,10614.74,13.26,60,2026-01-18,2031-01-18,10160.91,Non-Performing
347,630,5,Vehicle Loan,5311.14,13.38,24,2025-11-18,2027-11-18,5242.29,Past Due
348,631,10,Vehicle Loan,7417.85,13.77,48,2025-01-23,2029-01-23,5580.55,Current
349,633,16,Vehicle Loan,4102.73,13.19,24,2025-08-05,2027-08-05,3484.55,Current
350,634,5,Vehicle Loan,10336.72,11.93,60,2024-09-18,2029-09-18,8131.21,Non-Performing
351,635,8,Vehicle Loan,8783.87,13.13,60,2025-09-06,2030-09-06,8760.43,Current
352,636,1,Housing Loan,15367.9,10.38,168,2025-06-07,2039-06-07,15161.41,Current
353,637,18,SME Loan,21115.51,15.24,24,2024-08-10,2026-08-10,7079.8,Current
354,638,5,Vehicle Loan,9183.55,12.17,24,2025-05-21,2027-05-21,6214.93,Non-Performing
355,641,4,Agriculture Loan,3970.68,13.06,12,2024-09-13,2025-09-13,0.0,Closed
356,646,4,Vehicle Loan,6021.82,11.86,48,2025-04-24,2029-04-24,4987.19,Current
357,647,2,Housing Loan,50199.96,8.93,168,2025-04-22,2039-04-22,47236.9,Current
358,649,18,SME Loan,36691.54,14.55,36,2025-12-09,2028-12-09,37600.72,Current
359,650,10,Vehicle Loan,8393.31,12.63,24,2025-07-06,2027-07-06,6394.77,Current
360,653,5,Personal Loan,11734.17,17.58,24,2024-08-28,2026-08-28,3723.75,Current
361,654,7,Vehicle Loan,5726.4,11.37,24,2024-06-09,2026-06-09,1152.66,Current
362,655,7,Housing Loan,15613.23,9.32,144,2024-08-21,2036-08-21,14490.97,Current
363,656,2,Agriculture Loan,4430.01,13.91,12,2025-07-08,2026-07-08,2709.94,Current
364,658,17,Vehicle Loan,9054.47,12.1,48,2024-07-12,2028-07-12,6138.35,Current
365,662,4,Housing Loan,16113.53,11.69,132,2025-05-01,2036-05-01,15187.49,Past Due
366,663,6,Personal Loan,6163.6,13.46,12,2025-06-27,2026-06-27,3235.7,Current
367,664,8,Vehicle Loan,8459.17,13.37,48,2025-08-09,2029-08-09,7822.59,Current
368,668,10,Personal Loan,9406.12,13.25,60,2025-06-07,2030-06-07,8441.63,Current
369,669,16,Vehicle Loan,3909.41,10.06,24,2025-09-25,2027-09-25,3528.44,Current
370,670,10,Vehicle Loan,28211.43,11.62,36,2026-01-05,2029-01-05,29270.19,Current
371,672,7,SME Loan,30361.66,13.11,84,2025-03-12,2032-03-12,26425.34,Past Due
372,674,15,Housing Loan,47700.59,10.37,72,2024-11-20,2030-11-20,38241.59,Current
373,675,4,SME Loan,56179.09,13.9,48,2025-08-19,2029-08-19,51526.98,Past Due
374,681,17,Vehicle Loan,3800.6,13.03,24,2024-05-04,2026-05-04,636.53,Current
375,685,4,Agriculture Loan,2579.44,11.74,12,2025-09-18,2026-09-18,1964.59,Current
376,687,10,Housing Loan,50049.73,10.38,216,2025-09-09,2043-09-09,47303.82,Current
377,688,1,Housing Loan,56527.36,8.32,72,2025-04-27,2031-04-27,51563.37,Current
378,689,18,Vehicle Loan,13094.47,13.54,60,2025-11-11,2030-11-11,12534.59,Current
379,693,11,Vehicle Loan,10274.56,12.85,24,2024-06-09,2026-06-09,2217.52,Current
380,694,1,SME Loan,22683.9,10.39,72,2025-07-29,2031-07-29,22133.17,Current
381,696,5,Personal Loan,8665.59,15.81,12,2025-06-19,2026-06-19,4310.0,Current
382,698,7,Housing Loan,55366.37,10.57,180,2025-06-29,2040-06-29,51366.85,Current
383,701,2,Housing Loan,39635.98,8.61,168,2025-03-05,2039-03-05,37060.12,Current
384,703,3,Agriculture Loan,9638.32,11.23,48,2025-09-06,2029-09-06,8989.35,Current
385,709,16,Housing Loan,13838.09,10.44,72,2025-12-05,2031-12-05,13303.81,Current
386,713,17,Housing Loan,33649.96,8.82,144,2025-12-03,2037-12-03,34911.24,Non-Performing
387,717,2,Housing Loan,13807.18,8.19,108,2025-04-11,2034-04-11,12362.46,Non-Performing
388,718,2,Agriculture Loan,3075.23,12.8,48,2024-03-13,2028-03-13,1755.15,Current
389,721,14,Housing Loan,15742.48,9.02,132,2026-01-24,2037-01-24,15950.98,Current
390,723,17,Vehicle Loan,8013.88,11.36,48,2025-08-27,2029-08-27,7312.4,Current
391,724,2,SME Loan,49958.26,13.25,36,2024-10-04,2027-10-04,28928.98,Past Due
392,725,8,Vehicle Loan,8074.29,13.61,24,2025-08-13,2027-08-13,6430.38,Past Due
393,726,12,Personal Loan,9877.72,13.04,24,2024-05-17,2026-05-17,2086.56,Current
394,729,8,Vehicle Loan,6446.79,10.0,24,2025-01-26,2027-01-26,3382.41,Current
395,730,2,Vehicle Loan,11163.62,14.58,24,2024-06-21,2026-06-21,2691.15,Current
396,734,4,Personal Loan,9914.97,13.13,36,2025-01-15,2028-01-15,7003.81,Current
397,738,6,Personal Loan,14504.6,14.19,60,2024-10-29,2029-10-29,10850.34,Current
398,739,7,SME Loan,80666.24,10.35,84,2025-12-23,2032-12-23,77788.87,Current
399,739,7,Housing Loan,118264.81,8.11,72,2025-12-23,2031-12-23,120013.68,Current
400,740,1,Vehicle Loan,7048.22,10.77,24,2024-10-01,2026-10-01,2753.21,Current
401,744,6,Vehicle Loan,2995.67,10.02,24,2025-06-21,2027-06-21,2213.43,Current
402,746,4,Vehicle Loan,8468.69,13.74,24,2023-10-15,2025-10-15,0.0,Closed
403,747,14,Agriculture Loan,2139.58,13.06,12,2025-04-07,2026-04-07,735.15,Past Due
404,748,10,Personal Loan,8530.23,14.9,48,2026-01-19,2030-01-19,8545.84,Current
405,749,3,SME Loan,31516.6,15.72,24,2024-07-25,2026-07-25,9558.43,Current
406,751,5,Personal Loan,14190.26,12.69,60,2025-03-17,2030-03-17,12519.37,Current
407,753,8,Personal Loan,4818.0,14.93,24,2025-05-19,2027-05-19,3347.48,Current
408,754,10,Personal Loan,9717.44,12.48,12,2025-05-10,2026-05-10,3983.62,Current
409,755,2,Vehicle Loan,22342.7,14.76,60,2025-11-29,2030-11-29,22178.52,Current
410,759,13,Housing Loan,9958.44,9.3,156,2025-06-08,2038-06-08,9360.58,Current
411,762,7,Personal Loan,10623.1,15.83,12,2024-10-28,2025-10-28,0.0,Closed
412,763,12,Housing Loan,292849.4,10.32,192,2025-01-05,2041-01-05,281582.78,Current
413,764,10,Personal Loan,20253.36,17.66,36,2025-12-05,2028-12-05,20696.28,Current
414,765,2,Personal Loan,6120.34,12.15,36,2025-03-25,2028-03-25,4790.81,Current
415,767,4,Agriculture Loan,1378.08,9.32,12,2025-06-03,2026-06-03,563.36,Current
416,768,9,Vehicle Loan,7746.04,14.01,48,2025-09-06,2029-09-06,7194.02,Current
417,769,6,Housing Loan,13044.03,11.78,96,2024-07-11,2032-07-11,10591.05,Current
418,770,6,Agriculture Loan,3598.34,13.42,48,2025-05-22,2029-05-22,3172.48,Current
419,771,1,Vehicle Loan,6470.8,13.36,48,2025-10-01,2029-10-01,6232.5,Current
420,772,4,Housing Loan,18781.34,8.15,72,2025-10-01,2031-10-01,17740.17,Current
421,774,7,Vehicle Loan,5620.06,13.33,48,2025-06-03,2029-06-03,4846.76,Current
422,775,14,SME Loan,28003.15,14.16,36,2024-11-26,2027-11-26,18593.49,Current
423,777,2,SME Loan,68935.38,13.04,72,2025-09-14,2031-09-14,65765.29,Non-Performing
424,778,7,Housing Loan,22012.93,11.47,144,2025-05-27,2037-05-27,21330.82,Current
425,780,18,Personal Loan,19498.58,12.83,24,2025-11-03,2027-11-03,17804.8,Current
426,782,5,Personal Loan,2033.17,12.66,12,2025-06-25,2026-06-25,1050.58,Current
427,788,3,Housing Loan,18282.13,10.02,108,2025-04-17,2034-04-17,16946.81,Current
428,790,10,Personal Loan,2107.14,13.39,36,2025-10-16,2028-10-16,2059.79,Past Due
429,791,18,Housing Loan,24351.32,10.64,72,2025-02-24,2031-02-24,20101.82,Non-Performing
430,794,4,Personal Loan,4758.98,17.91,36,2024-10-09,2027-10-09,2858.47,Current
431,795,18,Personal Loan,3480.34,15.58,24,2025-05-14,2027-05-14,2431.8,Current
432,796,12,Personal Loan,7322.34,16.54,48,2024-03-21,2028-03-21,4143.22,Current
433,798,1,Personal Loan,25241.46,17.95,48,2026-01-25,2030-01-25,24030.99,Current
434,799,14,Vehicle Loan,9762.62,13.95,36,2024-04-23,2027-04-23,4466.08,Current
435,801,4,Housing Loan,24144.72,11.87,108,2025-06-17,2034-06-17,22596.98,Current
436,802,12,SME Loan,75940.91,14.96,48,2025-07-31,2029-07-31,68467.81,Current
437,805,11,Housing Loan,105554.49,11.0,192,2025-08-13,2041-08-13,100344.13,Current
438,806,12,Vehicle Loan,22900.03,13.05,60,2024-08-18,2029-08-18,17227.13,Current
439,809,4,Agriculture Loan,5300.35,11.85,24,2023-09-20,2025-09-20,0.0,Closed
440,810,7,Housing Loan,22569.62,10.73,204,2025-06-03,2042-06-03,22858.64,Defaulted
441,814,18,Agriculture Loan,3768.29,11.72,24,2025-06-10,2027-06-10,2715.9,Current
442,815,8,Vehicle Loan,11027.03,12.16,48,2026-01-22,2030-01-22,11009.81,Current
443,816,7,Personal Loan,4188.14,14.84,12,2023-04-03,2024-04-03,0.0,Closed
444,817,7,Personal Loan,8843.72,12.93,24,2024-08-24,2026-08-24,3061.66,Current
445,818,18,Vehicle Loan,21887.52,12.4,36,2025-06-29,2028-06-29,18902.94,Current
446,819,18,Vehicle Loan,6613.82,12.6,36,2024-03-13,2027-03-13,2873.11,Current
447,820,12,Housing Loan,31150.13,10.02,192,2024-05-01,2040-05-01,28776.5,Past Due
448,821,11,Vehicle Loan,2673.65,14.19,24,2025-12-26,2027-12-26,2622.06,Current
449,822,5,SME Loan,29443.23,12.32,24,2025-05-30,2027-05-30,19966.57,Current
450,824,2,Vehicle Loan,5188.78,14.58,48,2025-05-01,2029-05-01,4444.78,Current
451,827,14,Vehicle Loan,10913.41,14.03,36,2025-02-02,2028-02-02,7858.76,Past Due
452,829,11,Agriculture Loan,1803.91,10.43,24,2025-02-20,2027-02-20,1098.11,Current
453,831,7,Personal Loan,4487.63,13.19,24,2024-12-01,2026-12-01,2080.49,Past Due
454,834,4,Personal Loan,9364.79,12.96,60,2026-01-11,2031-01-11,9156.43,Current
455,838,1,SME Loan,29218.25,15.31,36,2025-06-23,2028-06-23,23390.16,Defaulted
456,839,15,Vehicle Loan,13099.44,12.95,36,2024-02-25,2027-02-25,5249.37,Current
457,840,3,Personal Loan,9932.49,12.18,12,2026-01-29,2027-01-29,10186.64,Current
458,841,2,Vehicle Loan,8999.39,11.24,36,2025-05-22,2028-05-22,7111.22,Current
459,842,1,Vehicle Loan,8869.76,10.79,24,2025-06-13,2027-06-13,6461.18,Past Due
460,845,5,Housing Loan,23362.55,9.68,120,2024-08-16,2034-08-16,20401.06,Current
461,847,13,Personal Loan,7135.22,16.74,24,2026-01-12,2028-01-12,7186.25,Current
462,849,13,SME Loan,11366.23,11.03,72,2025-06-29,2031-06-29,9996.61,Current
463,852,13,Agriculture Loan,3269.7,9.19,12,2024-09-07,2025-09-07,0.0,Closed
464,853,16,SME Loan,47247.99,10.28,36,2024-08-22,2027-08-22,25577.08,Current
465,855,4,Agriculture Loan,2682.99,9.77,12,2025-07-14,2026-07-14,1555.54,Current
466,866,5,SME Loan,55199.21,13.09,60,2025-01-24,2030-01-24,46428.83,Non-Performing
467,867,1,Vehicle Loan,14957.31,13.55,24,2025-12-06,2027-12-06,15067.28,Current
468,868,14,Vehicle Loan,30567.09,14.87,24,2025-10-27,2027-10-27,27855.12,Current
469,870,7,Agriculture Loan,4254.79,13.28,48,2024-10-04,2028-10-04,2852.09,Past Due
470,871,5,Housing Loan,25704.52,8.34,96,2025-10-13,2033-10-13,25801.54,Current
471,872,4,SME Loan,43839.18,11.67,36,2023-10-02,2026-10-02,10770.1,Current
472,874,2,Vehicle Loan,6484.49,10.29,36,2025-06-15,2028-06-15,5491.31,Current
473,880,3,Housing Loan,9362.17,8.31,192,2025-06-23,2041-06-23,9374.45,Non-Performing
474,881,13,Vehicle Loan,7445.79,12.62,48,2025-05-08,2029-05-08,6263.91,Current
475,882,6,Vehicle Loan,8860.02,10.12,36,2025-04-26,2028-04-26,6993.74,Current
476,883,8,Personal Loan,9173.0,13.64,12,2026-01-21,2027-01-21,8877.82,Current
477,884,2,Agriculture Loan,8068.43,12.33,48,2025-05-11,2029-05-11,6938.48,Current
478,885,11,Personal Loan,8080.56,14.59,12,2025-05-28,2026-05-28,3429.47,Past Due
479,888,12,Housing Loan,15819.31,8.12,156,2025-09-02,2038-09-02,15148.33,Non-Performing
480,890,2,Vehicle Loan,10353.48,13.1,60,2025-01-29,2030-01-29,8404.49,Current
481,891,3,Vehicle Loan,30194.87,11.41,60,2024-09-20,2029-09-20,22891.02,Non-Performing
482,892,3,Vehicle Loan,17950.17,13.66,48,2025-05-08,2029-05-08,15215.94,Current
483,893,4,Vehicle Loan,4954.48,13.02,36,2024-11-23,2027-11-23,3230.65,Current
484,894,10,SME Loan,35104.15,10.17,84,2025-03-03,2032-03-03,30381.19,Current
485,895,10,Personal Loan,2622.55,14.8,48,2025-05-05,2029-05-05,2102.38,Defaulted
486,896,7,Housing Loan,55115.17,8.01,84,2025-12-28,2032-12-28,56313.8,Non-Performing
487,898,11,Vehicle Loan,5749.43,14.87,24,2025-05-10,2027-05-10,4247.2,Current
488,899,11,Vehicle Loan,14687.15,12.58,48,2025-05-04,2029-05-04,12008.05,Current
489,900,12,Vehicle Loan,20195.02,10.96,36,2023-09-16,2026-09-16,5064.08,Current
490,906,2,Vehicle Loan,12231.73,12.56,60,2023-08-21,2028-08-21,6455.69,Current
491,907,2,Housing Loan,19930.61,10.18,132,2025-04-14,2036-04-14,19409.52,Current
492,910,4,SME Loan,12612.31,13.22,60,2025-09-13,2030-09-13,12472.87,Current
493,911,4,Agriculture Loan,2870.78,9.18,36,2025-04-25,2028-04-25,2266.12,Current
494,912,4,Housing Loan,26056.15,8.29,228,2025-04-27,2044-04-27,24331.86,Past Due
495,913,6,Vehicle Loan,21643.5,14.38,24,2025-06-17,2027-06-17,16953.95,Current
496,914,9,SME Loan,25297.07,13.56,36,2025-06-28,2028-06-28,20861.58,Current
497,915,18,Personal Loan,7139.92,13.64,48,2025-11-22,2029-11-22,6989.75,Current
498,916,4,Agriculture Loan,2913.43,13.77,12,2025-06-18,2026-06-18,1395.0,Current
499,917,4,Agriculture Loan,2994.05,9.7,36,2024-06-16,2027-06-16,1488.2,Current
500,918,14,Personal Loan,14001.69,12.43,24,2025-05-25,2027-05-25,10410.05,Defaulted
501,919,11,Agriculture Loan,1707.62,9.4,48,2025-03-05,2029-03-05,1297.15,Current
502,921,17,Personal Loan,8320.79,16.3,12,2025-03-17,2026-03-17,2088.18,Current
503,922,4,Agriculture Loan,2361.74,9.76,24,2024-02-23,2026-02-23,190.36,Non-Performing
504,923,2,Personal Loan,2787.2,15.39,24,2025-06-06,2027-06-06,2004.22,Current
505,924,2,Vehicle Loan,16629.52,11.57,24,2024-12-11,2026-12-11,8441.11,Current
506,925,9,Vehicle Loan,5349.93,14.53,36,2025-04-06,2028-04-06,4180.26,Current
507,926,10,Vehicle Loan,4651.8,14.23,36,2025-01-13,2028-01-13,3312.31,Current
508,928,3,SME Loan,22921.46,11.56,60,2025-01-27,2030-01-27,19126.37,Non-Performing
509,931,15,Housing Loan,25939.48,11.31,144,2025-06-01,2037-06-01,24419.69,Past Due
510,935,2,Vehicle Loan,3387.51,12.93,24,2024-12-09,2026-12-09,1726.82,Non-Performing
511,936,18,Vehicle Loan,2736.88,13.24,36,2024-09-30,2027-09-30,1581.6,Current
512,937,12,Agriculture Loan,2338.65,9.78,48,2025-01-05,2029-01-05,1794.2,Current
513,938,2,Vehicle Loan,6850.44,12.7,60,2025-07-22,2030-07-22,6077.45,Current
514,941,11,Personal Loan,9009.01,13.94,24,2025-09-07,2027-09-07,8030.1,Past Due
515,942,2,Housing Loan,28403.89,10.24,180,2025-07-12,2040-07-12,26497.82,Current
516,945,3,Personal Loan,14397.13,16.97,24,2025-05-20,2027-05-20,9961.25,Current
517,948,7,Vehicle Loan,11628.37,12.42,48,2025-06-03,2029-06-03,9818.59,Defaulted
518,949,3,Personal Loan,14425.16,14.88,36,2024-06-21,2027-06-21,7304.05,Current
519,950,1,Vehicle Loan,14853.37,12.55,36,2023-06-01,2026-06-01,2106.14,Current
520,951,13,Agriculture Loan,4044.35,9.17,36,2025-03-26,2028-03-26,2891.08,Past Due
521,952,1,Agriculture Loan,2522.86,11.08,24,2025-09-17,2027-09-17,2193.82,Current
522,953,4,Personal Loan,11583.12,17.45,12,2024-07-25,2025-07-25,0.0,Closed
523,954,13,Agriculture Loan,3224.92,13.3,24,2024-03-16,2026-03-16,383.74,Current
524,955,13,Vehicle Loan,5828.88,14.81,36,2024-11-02,2027-11-02,3665.06,Current
525,961,2,Vehicle Loan,12382.15,13.5,36,2024-07-07,2027-07-07,5945.99,Current
526,962,4,Vehicle Loan,10253.4,10.4,36,2024-12-19,2027-12-19,6685.08,Current
527,963,15,Vehicle Loan,7537.8,14.42,48,2025-04-20,2029-04-20,6473.86,Current
528,968,16,Vehicle Loan,14833.88,12.24,24,2025-08-10,2027-08-10,12184.42,Current
529,969,9,Housing Loan,67665.04,8.74,168,2024-02-15,2038-02-15,59889.24,Current
530,970,8,Vehicle Loan,7922.5,11.67,36,2026-01-20,2029-01-20,8004.26,Current
531,971,4,SME Loan,42851.26,11.53,72,2025-06-17,2031-06-17,40352.66,Current
532,972,11,Housing Loan,35860.21,11.47,132,2025-01-29,2036-01-29,33950.46,Current
533,973,11,Housing Loan,23367.29,10.87,132,2025-05-25,2036-05-25,21454.92,Current
534,974,7,Agriculture Loan,3581.77,9.93,12,2024-09-21,2025-09-21,0.0,Closed
535,975,7,Vehicle Loan,11177.96,14.78,60,2024-08-30,2029-08-30,8019.4,Past Due
536,977,2,Personal Loan,15740.32,16.89,36,2024-06-30,2027-06-30,7853.25,Current
537,979,7,Vehicle Loan,3096.72,10.21,48,2025-04-22,2029-04-22,2632.21,Current
538,980,17,Agriculture Loan,7270.57,9.65,36,2025-03-29,2028-03-29,5298.28,Defaulted
539,982,14,Vehicle Loan,17093.16,10.33,24,2025-06-19,2027-06-19,12695.47,Current
540,983,11,Vehicle Loan,14692.49,13.44,48,2025-06-25,2029-06-25,12663.47,Current
541,985,18,Personal Loan,10962.83,15.32,12,2024-10-17,2025-10-17,0.0,Closed
542,988,3,Vehicle Loan,7437.36,10.02,60,2025-02-17,2030-02-17,6416.98,Current
543,990,10,Vehicle Loan,9754.41,13.09,48,2025-10-18,2029-10-18,8935.54,Current
544,994,4,Personal Loan,5473.53,17.64,24,2025-11-21,2027-11-21,5020.07,Current
545,995,11,Agriculture Loan,3778.51,11.56,36,2025-03-13,2028-03-13,2853.31,Current
546,1000,6,Housing Loan,15501.03,8.73,216,2025-06-29,2043-06-29,15661.93,Current
547,1002,11,Personal Loan,5073.51,14.92,48,2025-11-02,2029-11-02,5047.03,Defaulted
548,1004,5,Vehicle Loan,9428.87,12.38,60,2025-10-08,2030-10-08,8917.7,Current
549,1006,8,Housing Loan,66676.62,8.66,240,2024-09-21,2044-09-21,60604.31,Past Due
550,1007,6,Vehicle Loan,11476.66,11.6,48,2026-01-25,2030-01-25,11869.18,Non-Performing
551,1008,3,Housing Loan,56826.23,10.88,84,2025-02-28,2032-02-28,50155.97,Current
552,1009,16,Housing Loan,18675.42,9.76,168,2025-07-04,2039-07-04,18509.62,Past Due
553,1011,6,Agriculture Loan,7066.87,10.37,48,2024-06-29,2028-06-29,4361.85,Non-Performing
554,1012,10,Housing Loan,32762.31,8.21,120,2024-11-18,2034-11-18,30017.1,Current
555,1013,6,Vehicle Loan,7318.25,10.01,48,2025-03-13,2029-03-13,6013.62,Current
556,1014,3,Personal Loan,7850.52,13.12,24,2025-01-17,2027-01-17,4170.77,Past Due
557,1016,5,Agriculture Loan,2788.16,11.88,12,2025-12-12,2026-12-12,2731.39,Current
558,1017,18,Housing Loan,37398.2,9.26,84,2025-10-25,2032-10-25,36354.65,Current
559,1018,15,Vehicle Loan,24246.42,12.77,48,2024-06-24,2028-06-24,15386.48,Current
560,1019,2,SME Loan,84180.83,10.89,48,2024-11-03,2028-11-03,59156.5,Current
561,1021,7,Housing Loan,94951.38,8.61,168,2025-09-08,2039-09-08,90788.97,Past Due
562,1022,3,SME Loan,45906.63,13.89,24,2024-04-28,2026-04-28,7678.89,Current
563,1026,7,Vehicle Loan,12134.11,13.95,48,2025-04-21,2029-04-21,10390.67,Current
